case_id,filename,filepath,family,fault_type,scr,noise_std,fs_Hz,f0_Hz,t_start_s,t_end_s,t_event_s,base_mag_pu,tau_decay_s,f_transient_Hz,K_base,tau1_s,tau2_s,f1_Hz,gate_time_s,K1,K2,tau_rise_s,tau_fall_s,f_ctrl_Hz,K
893,case_00893_dfig_like_ll_bc_scr3.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00893_dfig_like_ll_bc_scr3.0_n0.005_r5.csv,dfig_like,ll_bc,3.0,0.005,10000,50.0,5.98,6.04,6.000253403821715,1.009533279712366,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
894,case_00894_dfig_like_ll_bc_scr3.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00894_dfig_like_ll_bc_scr3.0_n0.005_r6.csv,dfig_like,ll_bc,3.0,0.005,10000,50.0,5.98,6.04,5.997875446244656,1.0206505934215102,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
895,case_00895_dfig_like_ll_bc_scr3.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00895_dfig_like_ll_bc_scr3.0_n0.010_r1.csv,dfig_like,ll_bc,3.0,0.01,10000,50.0,5.98,6.04,5.998683017041465,1.0750992593234447,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
896,case_00896_dfig_like_ll_bc_scr3.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00896_dfig_like_ll_bc_scr3.0_n0.010_r2.csv,dfig_like,ll_bc,3.0,0.01,10000,50.0,5.98,6.04,6.000006438152885,1.0365562865026148,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
897,case_00897_dfig_like_ll_bc_scr3.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00897_dfig_like_ll_bc_scr3.0_n0.010_r3.csv,dfig_like,ll_bc,3.0,0.01,10000,50.0,5.98,6.04,5.99841984884057,1.0049398681212305,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
898,case_00898_dfig_like_ll_bc_scr3.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00898_dfig_like_ll_bc_scr3.0_n0.010_r4.csv,dfig_like,ll_bc,3.0,0.01,10000,50.0,5.98,6.04,5.999718579322769,1.046524242377934,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
899,case_00899_dfig_like_ll_bc_scr3.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00899_dfig_like_ll_bc_scr3.0_n0.010_r5.csv,dfig_like,ll_bc,3.0,0.01,10000,50.0,5.98,6.04,5.997597018614274,1.0616175542955602,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
900,case_00900_dfig_like_ll_bc_scr3.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00900_dfig_like_ll_bc_scr3.0_n0.010_r6.csv,dfig_like,ll_bc,3.0,0.01,10000,50.0,5.98,6.04,5.999727470532583,1.054334074213616,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
901,case_00901_dfig_like_ll_bc_scr5.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00901_dfig_like_ll_bc_scr5.0_n0.002_r1.csv,dfig_like,ll_bc,5.0,0.002,10000,50.0,5.98,6.04,6.000420835423891,1.038211749452148,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
902,case_00902_dfig_like_ll_bc_scr5.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00902_dfig_like_ll_bc_scr5.0_n0.002_r2.csv,dfig_like,ll_bc,5.0,0.002,10000,50.0,5.98,6.04,5.997560813145788,1.0067859777245542,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
903,case_00903_dfig_like_ll_bc_scr5.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00903_dfig_like_ll_bc_scr5.0_n0.002_r3.csv,dfig_like,ll_bc,5.0,0.002,10000,50.0,5.98,6.04,5.9999654435376675,1.0762622783626747,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
904,case_00904_dfig_like_ll_bc_scr5.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00904_dfig_like_ll_bc_scr5.0_n0.002_r4.csv,dfig_like,ll_bc,5.0,0.002,10000,50.0,5.98,6.04,5.998030799342417,1.0072994954998413,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
905,case_00905_dfig_like_ll_bc_scr5.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00905_dfig_like_ll_bc_scr5.0_n0.002_r5.csv,dfig_like,ll_bc,5.0,0.002,10000,50.0,5.98,6.04,5.999996059149169,1.041962742149897,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
906,case_00906_dfig_like_ll_bc_scr5.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00906_dfig_like_ll_bc_scr5.0_n0.002_r6.csv,dfig_like,ll_bc,5.0,0.002,10000,50.0,5.98,6.04,5.997651494097595,1.0086447023414444,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
907,case_00907_dfig_like_ll_bc_scr5.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00907_dfig_like_ll_bc_scr5.0_n0.005_r1.csv,dfig_like,ll_bc,5.0,0.005,10000,50.0,5.98,6.04,6.0004503297146226,1.0707495571892869,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
908,case_00908_dfig_like_ll_bc_scr5.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00908_dfig_like_ll_bc_scr5.0_n0.005_r2.csv,dfig_like,ll_bc,5.0,0.005,10000,50.0,5.98,6.04,5.998119264284756,1.0318402333902892,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
909,case_00909_dfig_like_ll_bc_scr5.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00909_dfig_like_ll_bc_scr5.0_n0.005_r3.csv,dfig_like,ll_bc,5.0,0.005,10000,50.0,5.98,6.04,5.999674086197295,1.0549016533550675,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
910,case_00910_dfig_like_ll_bc_scr5.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00910_dfig_like_ll_bc_scr5.0_n0.005_r4.csv,dfig_like,ll_bc,5.0,0.005,10000,50.0,5.98,6.04,5.999437535313312,1.057005905065273,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
911,case_00911_dfig_like_ll_bc_scr5.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00911_dfig_like_ll_bc_scr5.0_n0.005_r5.csv,dfig_like,ll_bc,5.0,0.005,10000,50.0,5.98,6.04,5.997866756935627,1.034203696543308,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
912,case_00912_dfig_like_ll_bc_scr5.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00912_dfig_like_ll_bc_scr5.0_n0.005_r6.csv,dfig_like,ll_bc,5.0,0.005,10000,50.0,5.98,6.04,6.000342813160522,1.036552247978122,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
913,case_00913_dfig_like_ll_bc_scr5.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00913_dfig_like_ll_bc_scr5.0_n0.010_r1.csv,dfig_like,ll_bc,5.0,0.01,10000,50.0,5.98,6.04,5.998160963480191,1.0443022713013734,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
914,case_00914_dfig_like_ll_bc_scr5.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00914_dfig_like_ll_bc_scr5.0_n0.010_r2.csv,dfig_like,ll_bc,5.0,0.01,10000,50.0,5.98,6.04,5.999166384153194,1.020476013130317,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
915,case_00915_dfig_like_ll_bc_scr5.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00915_dfig_like_ll_bc_scr5.0_n0.010_r3.csv,dfig_like,ll_bc,5.0,0.01,10000,50.0,5.98,6.04,5.999948263257263,1.0748072706919753,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
916,case_00916_dfig_like_ll_bc_scr5.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00916_dfig_like_ll_bc_scr5.0_n0.010_r4.csv,dfig_like,ll_bc,5.0,0.01,10000,50.0,5.98,6.04,5.999088417695839,1.0316635486473917,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
917,case_00917_dfig_like_ll_bc_scr5.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00917_dfig_like_ll_bc_scr5.0_n0.010_r5.csv,dfig_like,ll_bc,5.0,0.01,10000,50.0,5.98,6.04,5.997545963798218,1.0595198548438547,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
918,case_00918_dfig_like_ll_bc_scr5.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00918_dfig_like_ll_bc_scr5.0_n0.010_r6.csv,dfig_like,ll_bc,5.0,0.01,10000,50.0,5.98,6.04,5.997886641192313,1.0359176927024523,,,,0.0029,0.0104,1516.6666666666667,0.0041,0.292,0.11,,,,
919,case_00919_dfig_like_ll_bc_scr8.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00919_dfig_like_ll_bc_scr8.0_n0.002_r1.csv,dfig_like,ll_bc,8.0,0.002,10000,50.0,5.98,6.04,5.99975879887028,1.0202126387605155,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
920,case_00920_dfig_like_ll_bc_scr8.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00920_dfig_like_ll_bc_scr8.0_n0.002_r2.csv,dfig_like,ll_bc,8.0,0.002,10000,50.0,5.98,6.04,5.998862750607726,1.054590887228819,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
921,case_00921_dfig_like_ll_bc_scr8.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00921_dfig_like_ll_bc_scr8.0_n0.002_r3.csv,dfig_like,ll_bc,8.0,0.002,10000,50.0,5.98,6.04,5.9983897857919635,1.0132911596876832,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
922,case_00922_dfig_like_ll_bc_scr8.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00922_dfig_like_ll_bc_scr8.0_n0.002_r4.csv,dfig_like,ll_bc,8.0,0.002,10000,50.0,5.98,6.04,5.998820591906951,1.0448076961035258,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
923,case_00923_dfig_like_ll_bc_scr8.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00923_dfig_like_ll_bc_scr8.0_n0.002_r5.csv,dfig_like,ll_bc,8.0,0.002,10000,50.0,5.98,6.04,5.997710572911232,1.0484181444615606,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
924,case_00924_dfig_like_ll_bc_scr8.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00924_dfig_like_ll_bc_scr8.0_n0.002_r6.csv,dfig_like,ll_bc,8.0,0.002,10000,50.0,5.98,6.04,6.0002430584030755,1.0792075381567432,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
925,case_00925_dfig_like_ll_bc_scr8.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00925_dfig_like_ll_bc_scr8.0_n0.005_r1.csv,dfig_like,ll_bc,8.0,0.005,10000,50.0,5.98,6.04,5.999684513108996,1.0367155353037891,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
926,case_00926_dfig_like_ll_bc_scr8.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00926_dfig_like_ll_bc_scr8.0_n0.005_r2.csv,dfig_like,ll_bc,8.0,0.005,10000,50.0,5.98,6.04,5.999182371446016,1.0202068825301343,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
927,case_00927_dfig_like_ll_bc_scr8.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00927_dfig_like_ll_bc_scr8.0_n0.005_r3.csv,dfig_like,ll_bc,8.0,0.005,10000,50.0,5.98,6.04,6.000035416114233,1.0304898375967357,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
928,case_00928_dfig_like_ll_bc_scr8.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00928_dfig_like_ll_bc_scr8.0_n0.005_r4.csv,dfig_like,ll_bc,8.0,0.005,10000,50.0,5.98,6.04,5.998778510920866,1.042305923938298,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
929,case_00929_dfig_like_ll_bc_scr8.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00929_dfig_like_ll_bc_scr8.0_n0.005_r5.csv,dfig_like,ll_bc,8.0,0.005,10000,50.0,5.98,6.04,5.999539438071136,1.0512690925243928,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
930,case_00930_dfig_like_ll_bc_scr8.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00930_dfig_like_ll_bc_scr8.0_n0.005_r6.csv,dfig_like,ll_bc,8.0,0.005,10000,50.0,5.98,6.04,6.000005389712416,1.0112882081547376,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
931,case_00931_dfig_like_ll_bc_scr8.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00931_dfig_like_ll_bc_scr8.0_n0.010_r1.csv,dfig_like,ll_bc,8.0,0.01,10000,50.0,5.98,6.04,5.998467962581435,1.0078252309189089,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
932,case_00932_dfig_like_ll_bc_scr8.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00932_dfig_like_ll_bc_scr8.0_n0.010_r2.csv,dfig_like,ll_bc,8.0,0.01,10000,50.0,5.98,6.04,5.999602227573312,1.0664841342426936,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
933,case_00933_dfig_like_ll_bc_scr8.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00933_dfig_like_ll_bc_scr8.0_n0.010_r3.csv,dfig_like,ll_bc,8.0,0.01,10000,50.0,5.98,6.04,5.998301798404636,1.0425224602672245,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
934,case_00934_dfig_like_ll_bc_scr8.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00934_dfig_like_ll_bc_scr8.0_n0.010_r4.csv,dfig_like,ll_bc,8.0,0.01,10000,50.0,5.98,6.04,5.998687286469069,1.0471781539426983,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
935,case_00935_dfig_like_ll_bc_scr8.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00935_dfig_like_ll_bc_scr8.0_n0.010_r5.csv,dfig_like,ll_bc,8.0,0.01,10000,50.0,5.98,6.04,5.999355512098982,1.0209973407530575,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
936,case_00936_dfig_like_ll_bc_scr8.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00936_dfig_like_ll_bc_scr8.0_n0.010_r6.csv,dfig_like,ll_bc,8.0,0.01,10000,50.0,5.98,6.04,6.0004462075850515,1.073999268864796,,,,0.0025625,0.0095,1766.6666666666665,0.003875,0.265,0.09875,,,,
937,case_00937_dfig_like_ll_ca_scr2.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00937_dfig_like_ll_ca_scr2.0_n0.002_r1.csv,dfig_like,ll_ca,2.0,0.002,10000,50.0,5.98,6.04,6.00019971561944,1.0773844105020924,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
938,case_00938_dfig_like_ll_ca_scr2.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00938_dfig_like_ll_ca_scr2.0_n0.002_r2.csv,dfig_like,ll_ca,2.0,0.002,10000,50.0,5.98,6.04,5.999459363969066,1.0738868332564662,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
939,case_00939_dfig_like_ll_ca_scr2.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00939_dfig_like_ll_ca_scr2.0_n0.002_r3.csv,dfig_like,ll_ca,2.0,0.002,10000,50.0,5.98,6.04,5.9975107803071435,1.0409136094688283,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
940,case_00940_dfig_like_ll_ca_scr2.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00940_dfig_like_ll_ca_scr2.0_n0.002_r4.csv,dfig_like,ll_ca,2.0,0.002,10000,50.0,5.98,6.04,5.998348113825404,1.063811078976021,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
941,case_00941_dfig_like_ll_ca_scr2.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00941_dfig_like_ll_ca_scr2.0_n0.002_r5.csv,dfig_like,ll_ca,2.0,0.002,10000,50.0,5.98,6.04,5.998513069620467,1.0705134122633733,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
942,case_00942_dfig_like_ll_ca_scr2.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00942_dfig_like_ll_ca_scr2.0_n0.002_r6.csv,dfig_like,ll_ca,2.0,0.002,10000,50.0,5.98,6.04,5.999099013926408,1.0257696572404404,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
943,case_00943_dfig_like_ll_ca_scr2.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00943_dfig_like_ll_ca_scr2.0_n0.005_r1.csv,dfig_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.998089781734606,1.0372149383677383,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
944,case_00944_dfig_like_ll_ca_scr2.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00944_dfig_like_ll_ca_scr2.0_n0.005_r2.csv,dfig_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.99968535580371,1.028300270987553,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
945,case_00945_dfig_like_ll_ca_scr2.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00945_dfig_like_ll_ca_scr2.0_n0.005_r3.csv,dfig_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.999943142591479,1.0286343851082183,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
946,case_00946_dfig_like_ll_ca_scr2.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00946_dfig_like_ll_ca_scr2.0_n0.005_r4.csv,dfig_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.997523814060491,1.0204070675376127,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
947,case_00947_dfig_like_ll_ca_scr2.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00947_dfig_like_ll_ca_scr2.0_n0.005_r5.csv,dfig_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.997906656776425,1.028517982693091,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
948,case_00948_dfig_like_ll_ca_scr2.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00948_dfig_like_ll_ca_scr2.0_n0.005_r6.csv,dfig_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.998992337913514,1.0606402618760753,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
949,case_00949_dfig_like_ll_ca_scr2.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00949_dfig_like_ll_ca_scr2.0_n0.010_r1.csv,dfig_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.99854787652489,1.072232157759447,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
950,case_00950_dfig_like_ll_ca_scr2.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00950_dfig_like_ll_ca_scr2.0_n0.010_r2.csv,dfig_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.997766354634489,1.0572305739703962,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
951,case_00951_dfig_like_ll_ca_scr2.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00951_dfig_like_ll_ca_scr2.0_n0.010_r3.csv,dfig_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.998946688294392,1.0051355760046792,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
952,case_00952_dfig_like_ll_ca_scr2.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00952_dfig_like_ll_ca_scr2.0_n0.010_r4.csv,dfig_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.998334514995868,1.0257144202376158,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
953,case_00953_dfig_like_ll_ca_scr2.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00953_dfig_like_ll_ca_scr2.0_n0.010_r5.csv,dfig_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.998193127598187,1.057576384985566,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
954,case_00954_dfig_like_ll_ca_scr2.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00954_dfig_like_ll_ca_scr2.0_n0.010_r6.csv,dfig_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.999073302901462,1.0284240835327985,,,,0.00425,0.014,1266.6666666666667,0.005,0.4,0.15500000000000003,,,,
955,case_00955_dfig_like_ll_ca_scr3.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00955_dfig_like_ll_ca_scr3.0_n0.002_r1.csv,dfig_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.998516204544304,1.009004285663889,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
956,case_00956_dfig_like_ll_ca_scr3.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00956_dfig_like_ll_ca_scr3.0_n0.002_r2.csv,dfig_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.9996193121978845,1.0593144478373644,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
957,case_00957_dfig_like_ll_ca_scr3.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00957_dfig_like_ll_ca_scr3.0_n0.002_r3.csv,dfig_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.999928662887533,1.0293837363462082,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
958,case_00958_dfig_like_ll_ca_scr3.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00958_dfig_like_ll_ca_scr3.0_n0.002_r4.csv,dfig_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.999546449479081,1.046729376146425,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
959,case_00959_dfig_like_ll_ca_scr3.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00959_dfig_like_ll_ca_scr3.0_n0.002_r5.csv,dfig_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.997544936735201,1.0458293950744604,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
960,case_00960_dfig_like_ll_ca_scr3.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00960_dfig_like_ll_ca_scr3.0_n0.002_r6.csv,dfig_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.9999062438606785,1.0745854065027944,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
961,case_00961_dfig_like_ll_ca_scr3.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00961_dfig_like_ll_ca_scr3.0_n0.005_r1.csv,dfig_like,ll_ca,3.0,0.005,10000,50.0,5.98,6.04,5.999716964715003,1.0157305915397075,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
962,case_00962_dfig_like_ll_ca_scr3.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00962_dfig_like_ll_ca_scr3.0_n0.005_r2.csv,dfig_like,ll_ca,3.0,0.005,10000,50.0,5.98,6.04,6.000023991474744,1.0677918112099873,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
963,case_00963_dfig_like_ll_ca_scr3.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00963_dfig_like_ll_ca_scr3.0_n0.005_r3.csv,dfig_like,ll_ca,3.0,0.005,10000,50.0,5.98,6.04,5.999379536739355,1.0699832180743285,,,,0.0035,0.012,1350.0,0.0045000000000000005,0.33999999999999997,0.13,,,,
