case_id,filename,filepath,family,fault_type,scr,noise_std,fs_Hz,f0_Hz,t_start_s,t_end_s,t_event_s,base_mag_pu,voltage_dip_depth,tau_decay_s,f_transient_Hz,K_base,tau1_s,tau2_s,f1_Hz,gate_time_s,K1,K2,tau_rise_s,tau_fall_s,f_ctrl_Hz,K
1073,case_01073_full_converter_pmsg_like_3ph_scr8.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01073_full_converter_pmsg_like_3ph_scr8.0_n0.005_r5.csv,full_converter_pmsg_like,3ph,8.0,0.005,10000,50.0,5.98,6.04,5.997890214834212,1.0308198845812269,0.18000000000000002,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1074,case_01074_full_converter_pmsg_like_3ph_scr8.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01074_full_converter_pmsg_like_3ph_scr8.0_n0.005_r6.csv,full_converter_pmsg_like,3ph,8.0,0.005,10000,50.0,5.98,6.04,5.998716934865825,1.0714162072947497,0.18000000000000002,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1075,case_01075_full_converter_pmsg_like_3ph_scr8.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01075_full_converter_pmsg_like_3ph_scr8.0_n0.010_r1.csv,full_converter_pmsg_like,3ph,8.0,0.01,10000,50.0,5.98,6.04,5.999822421543336,1.0219337506019919,0.18000000000000002,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1076,case_01076_full_converter_pmsg_like_3ph_scr8.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01076_full_converter_pmsg_like_3ph_scr8.0_n0.010_r2.csv,full_converter_pmsg_like,3ph,8.0,0.01,10000,50.0,5.98,6.04,5.999548516125324,1.0576336299310622,0.18000000000000002,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1077,case_01077_full_converter_pmsg_like_3ph_scr8.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01077_full_converter_pmsg_like_3ph_scr8.0_n0.010_r3.csv,full_converter_pmsg_like,3ph,8.0,0.01,10000,50.0,5.98,6.04,5.9981807661169135,1.0432538056111775,0.18000000000000002,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1078,case_01078_full_converter_pmsg_like_3ph_scr8.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01078_full_converter_pmsg_like_3ph_scr8.0_n0.010_r4.csv,full_converter_pmsg_like,3ph,8.0,0.01,10000,50.0,5.98,6.04,5.999450678514413,1.0289821867933002,0.18000000000000002,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1079,case_01079_full_converter_pmsg_like_3ph_scr8.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01079_full_converter_pmsg_like_3ph_scr8.0_n0.010_r5.csv,full_converter_pmsg_like,3ph,8.0,0.01,10000,50.0,5.98,6.04,5.999560343594497,1.011324261219206,0.18000000000000002,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1080,case_01080_full_converter_pmsg_like_3ph_scr8.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01080_full_converter_pmsg_like_3ph_scr8.0_n0.010_r6.csv,full_converter_pmsg_like,3ph,8.0,0.01,10000,50.0,5.98,6.04,5.99782204275233,1.023595548919367,0.18000000000000002,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1081,case_01081_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01081_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r1.csv,full_converter_pmsg_like,slg_a,2.0,0.002,10000,50.0,5.98,6.04,6.000424225636563,1.013332813935687,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1082,case_01082_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01082_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r2.csv,full_converter_pmsg_like,slg_a,2.0,0.002,10000,50.0,5.98,6.04,6.000361164339245,1.0668062009543695,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1083,case_01083_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01083_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r3.csv,full_converter_pmsg_like,slg_a,2.0,0.002,10000,50.0,5.98,6.04,5.9989196415630115,1.017255291157979,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1084,case_01084_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01084_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r4.csv,full_converter_pmsg_like,slg_a,2.0,0.002,10000,50.0,5.98,6.04,5.9993507869046905,1.0445664802585353,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1085,case_01085_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01085_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r5.csv,full_converter_pmsg_like,slg_a,2.0,0.002,10000,50.0,5.98,6.04,5.998982934562075,1.0467647320972655,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1086,case_01086_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01086_full_converter_pmsg_like_slg_a_scr2.0_n0.002_r6.csv,full_converter_pmsg_like,slg_a,2.0,0.002,10000,50.0,5.98,6.04,5.9993796049852275,1.0110847839333073,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1087,case_01087_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01087_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r1.csv,full_converter_pmsg_like,slg_a,2.0,0.005,10000,50.0,5.98,6.04,5.999226219517688,1.0647483962328683,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1088,case_01088_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01088_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r2.csv,full_converter_pmsg_like,slg_a,2.0,0.005,10000,50.0,5.98,6.04,5.999361675823938,1.0201276659859186,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1089,case_01089_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01089_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r3.csv,full_converter_pmsg_like,slg_a,2.0,0.005,10000,50.0,5.98,6.04,5.99904808081576,1.0318600890223795,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1090,case_01090_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01090_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r4.csv,full_converter_pmsg_like,slg_a,2.0,0.005,10000,50.0,5.98,6.04,5.998214648911681,1.01284551949402,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1091,case_01091_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01091_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r5.csv,full_converter_pmsg_like,slg_a,2.0,0.005,10000,50.0,5.98,6.04,5.999846030801376,1.0782424623519848,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1092,case_01092_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01092_full_converter_pmsg_like_slg_a_scr2.0_n0.005_r6.csv,full_converter_pmsg_like,slg_a,2.0,0.005,10000,50.0,5.98,6.04,5.99781437029095,1.062653810228014,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1093,case_01093_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01093_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r1.csv,full_converter_pmsg_like,slg_a,2.0,0.01,10000,50.0,5.98,6.04,6.000062702840016,1.0439332955695488,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1094,case_01094_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01094_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r2.csv,full_converter_pmsg_like,slg_a,2.0,0.01,10000,50.0,5.98,6.04,5.998169366374904,1.0466296902807362,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1095,case_01095_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01095_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r3.csv,full_converter_pmsg_like,slg_a,2.0,0.01,10000,50.0,5.98,6.04,5.99985230728081,1.0152403908785352,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1096,case_01096_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01096_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r4.csv,full_converter_pmsg_like,slg_a,2.0,0.01,10000,50.0,5.98,6.04,6.0002223261210075,1.026121421035616,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1097,case_01097_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01097_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r5.csv,full_converter_pmsg_like,slg_a,2.0,0.01,10000,50.0,5.98,6.04,6.000128698353533,1.076643243376261,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1098,case_01098_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01098_full_converter_pmsg_like_slg_a_scr2.0_n0.010_r6.csv,full_converter_pmsg_like,slg_a,2.0,0.01,10000,50.0,5.98,6.04,6.000029160501488,1.069944265269831,0.5249999999999999,,,,,,,,,,0.00195,0.011,500.0,0.185
1099,case_01099_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01099_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r1.csv,full_converter_pmsg_like,slg_a,3.0,0.002,10000,50.0,5.98,6.04,5.997825837596861,1.0244240799342914,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1100,case_01100_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01100_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r2.csv,full_converter_pmsg_like,slg_a,3.0,0.002,10000,50.0,5.98,6.04,5.999880180719859,1.04686628486129,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1101,case_01101_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01101_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r3.csv,full_converter_pmsg_like,slg_a,3.0,0.002,10000,50.0,5.98,6.04,5.998098536367755,1.0760604486135867,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1102,case_01102_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01102_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r4.csv,full_converter_pmsg_like,slg_a,3.0,0.002,10000,50.0,5.98,6.04,5.999577291039271,1.017815381437629,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1103,case_01103_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01103_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r5.csv,full_converter_pmsg_like,slg_a,3.0,0.002,10000,50.0,5.98,6.04,5.999707461506605,1.0414516919935948,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1104,case_01104_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01104_full_converter_pmsg_like_slg_a_scr3.0_n0.002_r6.csv,full_converter_pmsg_like,slg_a,3.0,0.002,10000,50.0,5.98,6.04,6.000379876531771,1.0543355388852043,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1105,case_01105_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01105_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r1.csv,full_converter_pmsg_like,slg_a,3.0,0.005,10000,50.0,5.98,6.04,5.998430167600398,1.0618933283736922,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1106,case_01106_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01106_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r2.csv,full_converter_pmsg_like,slg_a,3.0,0.005,10000,50.0,5.98,6.04,5.999797470880868,1.0337824756796579,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1107,case_01107_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01107_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r3.csv,full_converter_pmsg_like,slg_a,3.0,0.005,10000,50.0,5.98,6.04,5.998913924122647,1.0685164737088182,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1108,case_01108_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01108_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r4.csv,full_converter_pmsg_like,slg_a,3.0,0.005,10000,50.0,5.98,6.04,6.000164241297774,1.0356543430771954,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1109,case_01109_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01109_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r5.csv,full_converter_pmsg_like,slg_a,3.0,0.005,10000,50.0,5.98,6.04,5.997895250988805,1.0646608617537134,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1110,case_01110_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01110_full_converter_pmsg_like_slg_a_scr3.0_n0.005_r6.csv,full_converter_pmsg_like,slg_a,3.0,0.005,10000,50.0,5.98,6.04,5.998777539522532,1.0460052235967114,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1111,case_01111_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01111_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r1.csv,full_converter_pmsg_like,slg_a,3.0,0.01,10000,50.0,5.98,6.04,5.99816471958957,1.0004278464258938,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1112,case_01112_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01112_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r2.csv,full_converter_pmsg_like,slg_a,3.0,0.01,10000,50.0,5.98,6.04,5.999166201371651,1.069225289038165,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1113,case_01113_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01113_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r3.csv,full_converter_pmsg_like,slg_a,3.0,0.01,10000,50.0,5.98,6.04,5.99992658366673,1.0185722781144562,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1114,case_01114_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01114_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r4.csv,full_converter_pmsg_like,slg_a,3.0,0.01,10000,50.0,5.98,6.04,5.998184055789682,1.04716192546308,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1115,case_01115_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01115_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r5.csv,full_converter_pmsg_like,slg_a,3.0,0.01,10000,50.0,5.98,6.04,5.997580076600808,1.010377915831949,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1116,case_01116_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01116_full_converter_pmsg_like_slg_a_scr3.0_n0.010_r6.csv,full_converter_pmsg_like,slg_a,3.0,0.01,10000,50.0,5.98,6.04,5.999760162012974,1.0455080350555725,0.35,,,,,,,,,,0.0017,0.0095,540.0,0.16
1117,case_01117_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01117_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r1.csv,full_converter_pmsg_like,slg_a,5.0,0.002,10000,50.0,5.98,6.04,6.00001824445545,1.0051287740755246,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1118,case_01118_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01118_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r2.csv,full_converter_pmsg_like,slg_a,5.0,0.002,10000,50.0,5.98,6.04,5.9997910282177145,1.0250727090987195,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1119,case_01119_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01119_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r3.csv,full_converter_pmsg_like,slg_a,5.0,0.002,10000,50.0,5.98,6.04,5.997523439077474,1.0212875944915447,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1120,case_01120_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01120_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r4.csv,full_converter_pmsg_like,slg_a,5.0,0.002,10000,50.0,5.98,6.04,5.999579073905959,1.0082574697966604,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1121,case_01121_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01121_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r5.csv,full_converter_pmsg_like,slg_a,5.0,0.002,10000,50.0,5.98,6.04,5.999624355505288,1.0223885278218174,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1122,case_01122_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01122_full_converter_pmsg_like_slg_a_scr5.0_n0.002_r6.csv,full_converter_pmsg_like,slg_a,5.0,0.002,10000,50.0,5.98,6.04,5.997637331077458,1.0691753741901062,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1123,case_01123_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01123_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r1.csv,full_converter_pmsg_like,slg_a,5.0,0.005,10000,50.0,5.98,6.04,6.000406079345706,1.027095697098249,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1124,case_01124_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01124_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r2.csv,full_converter_pmsg_like,slg_a,5.0,0.005,10000,50.0,5.98,6.04,5.9989321879517545,1.019862463557749,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1125,case_01125_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01125_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r3.csv,full_converter_pmsg_like,slg_a,5.0,0.005,10000,50.0,5.98,6.04,5.9975575524873195,1.0674208001380747,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1126,case_01126_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01126_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r4.csv,full_converter_pmsg_like,slg_a,5.0,0.005,10000,50.0,5.98,6.04,5.998530411661374,1.0552818362063163,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1127,case_01127_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01127_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r5.csv,full_converter_pmsg_like,slg_a,5.0,0.005,10000,50.0,5.98,6.04,5.999531816157037,1.0104668049167775,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1128,case_01128_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01128_full_converter_pmsg_like_slg_a_scr5.0_n0.005_r6.csv,full_converter_pmsg_like,slg_a,5.0,0.005,10000,50.0,5.98,6.04,5.997843225102638,1.0585299003344713,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1129,case_01129_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01129_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r1.csv,full_converter_pmsg_like,slg_a,5.0,0.01,10000,50.0,5.98,6.04,5.998877231993569,1.0406107159595261,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1130,case_01130_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01130_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r2.csv,full_converter_pmsg_like,slg_a,5.0,0.01,10000,50.0,5.98,6.04,5.999889586142673,1.0783979827018377,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1131,case_01131_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01131_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r3.csv,full_converter_pmsg_like,slg_a,5.0,0.01,10000,50.0,5.98,6.04,6.000113140226689,1.0766841146060246,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1132,case_01132_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01132_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r4.csv,full_converter_pmsg_like,slg_a,5.0,0.01,10000,50.0,5.98,6.04,5.998602138609431,1.0075972209654476,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1133,case_01133_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01133_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r5.csv,full_converter_pmsg_like,slg_a,5.0,0.01,10000,50.0,5.98,6.04,5.999535397099491,1.0155570576330628,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1134,case_01134_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01134_full_converter_pmsg_like_slg_a_scr5.0_n0.010_r6.csv,full_converter_pmsg_like,slg_a,5.0,0.01,10000,50.0,5.98,6.04,6.000450666739408,1.0463082086945954,0.21,,,,,,,,,,0.0014999999999999998,0.0083,620.0,0.14
1135,case_01135_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01135_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r1.csv,full_converter_pmsg_like,slg_a,8.0,0.002,10000,50.0,5.98,6.04,5.998938512680656,1.0407838711755755,0.13999999999999999,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1136,case_01136_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01136_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r2.csv,full_converter_pmsg_like,slg_a,8.0,0.002,10000,50.0,5.98,6.04,5.997952952881781,1.047871769453829,0.13999999999999999,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1137,case_01137_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01137_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r3.csv,full_converter_pmsg_like,slg_a,8.0,0.002,10000,50.0,5.98,6.04,5.997822835471306,1.0260755016298024,0.13999999999999999,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1138,case_01138_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01138_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r4.csv,full_converter_pmsg_like,slg_a,8.0,0.002,10000,50.0,5.98,6.04,6.000290176038791,1.0282163205122077,0.13999999999999999,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
1139,case_01139_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_01139_full_converter_pmsg_like_slg_a_scr8.0_n0.002_r5.csv,full_converter_pmsg_like,slg_a,8.0,0.002,10000,50.0,5.98,6.04,5.99821867047854,1.0347493671619152,0.13999999999999999,,,,,,,,,,0.0013874999999999998,0.007625,740.0,0.12875
